time,north,east,down,roll,pitch,yaw,speed,p,q,r,at
0,-2798.59,3844.02,22.3593,0,0,31.8217,31.9021,0,0,0,1.75
0.01,-2798.32,3844.19,22.3593,-0.0214669,0.00578985,31.8199,31.9144,-4.19333,1.13105,-0.345095,1.72621
0.02,-2798.05,3844.36,22.3592,-0.0838682,0.022666,31.8147,31.9264,-8.19128,2.21917,-0.681753,1.70274
0.03,-2797.78,3844.52,22.359,-0.185299,0.0501932,31.8062,31.9382,-12.003,3.26532,-1.00967,1.67959
0.04,-2797.5,3844.69,22.3586,-0.323947,0.0879394,31.7943,31.9496,-15.637,4.27045,-1.32858,1.65676
0.05,-2797.23,3844.86,22.358,-0.498085,0.135476,31.779,31.9608,-19.1018,5.23549,-1.63826,1.63423
0.06,-2796.96,3845.03,22.3571,-0.706066,0.192379,31.7605,31.9716,-22.4051,6.16134,-1.93849,1.61202
0.07,-2796.69,3845.2,22.3559,-0.946326,0.258229,31.7387,31.9821,-25.5546,7.04891,-2.22911,1.5901
0.08,-2796.42,3845.37,22.3542,-1.21737,0.332608,31.7136,31.9923,-28.5572,7.89905,-2.51,1.56848
0.09,-2796.15,3845.53,22.3521,-1.51779,0.415108,31.6851,32.0021,-31.42,8.71264,-2.78105,1.54716
0.1,-2795.87,3845.7,22.3496,-1.84621,0.505321,31.6533,32.0116,-34.1494,9.49049,-3.04219,1.52613
0.11,-2795.6,3845.87,22.3465,-2.20137,0.602848,31.6181,32.0206,-36.7516,10.2335,-3.29337,1.50538
0.12,-2795.33,3846.04,22.3428,-2.58203,0.707293,31.5796,32.0293,-39.2326,10.9423,-3.53459,1.48491
0.13,-2795.05,3846.21,22.3385,-2.98702,0.818266,31.5376,32.0376,-41.598,11.6179,-3.76587,1.46473
0.14,-2794.78,3846.37,22.3336,-3.41524,0.935385,31.4922,32.0456,-43.8532,12.261,-3.98725,1.44481
0.15,-2794.51,3846.54,22.3281,-3.86563,1.05827,31.4433,32.0531,-46.0033,12.8723,-4.19879,1.42517
0.16,-2794.23,3846.71,22.3218,-4.33718,1.18655,31.391,32.0602,-48.0532,13.4527,-4.40059,1.4058
0.17,-2793.96,3846.87,22.3148,-4.82871,1.31986,31.3351,32.0668,-49.9621,14.0028,-4.59276,1.38668
0.18,-2793.69,3847.04,22.307,-5.33878,1.45784,31.2758,32.0731,-51.7234,14.5235,-4.77543,1.36783
0.19,-2793.41,3847.21,22.2985,-5.86598,1.60013,31.2129,32.0789,-53.3418,15.0154,-4.94878,1.34924
0.2,-2793.14,3847.37,22.2891,-6.40891,1.74641,31.1466,32.0843,-54.8219,15.4793,-5.11298,1.33089
0.21,-2792.86,3847.54,22.2789,-6.96625,1.89632,31.0767,32.0892,-56.1682,15.9158,-5.26825,1.3128
0.22,-2792.59,3847.7,22.2678,-7.53669,2.04954,31.0033,32.0937,-57.3854,16.3258,-5.41481,1.29495
0.23,-2792.31,3847.87,22.2559,-8.11899,2.20575,30.9264,32.0978,-58.4778,16.7098,-5.5529,1.27735
0.24,-2792.04,3848.03,22.2431,-8.71195,2.36464,30.846,32.1014,-59.4499,17.0687,-5.6828,1.25998
0.25,-2791.76,3848.2,22.2294,-9.31441,2.52591,30.7622,32.1046,-60.306,17.4029,-5.80478,1.24285
0.26,-2791.49,3848.36,22.2148,-9.92525,2.68926,30.6749,32.1073,-61.0504,17.7133,-5.91912,1.22596
0.27,-2791.21,3848.53,22.1993,-10.5434,2.85441,30.5843,32.1096,-61.6873,18.0006,-6.02612,1.20929
0.28,-2790.94,3848.69,22.1828,-11.1678,3.02108,30.4903,32.1114,-62.2208,18.2653,-6.1261,1.19285
0.29,-2790.66,3848.85,22.1655,-11.7975,3.189,30.3931,32.1128,-62.6551,18.5081,-6.21936,1.17663
0.3,-2790.38,3849.01,22.1471,-12.4315,3.35792,30.2926,32.1137,-62.9941,18.7298,-6.30623,1.16064
0.31,-2790.11,3849.17,22.1278,-13.069,3.52759,30.1889,32.1142,-63.2417,18.9309,-6.38703,1.14486
0.32,-2789.83,3849.34,22.1076,-13.7089,3.69778,30.0821,32.1142,-63.4019,19.1122,-6.46209,1.12929
0.33,-2789.55,3849.5,22.0864,-14.3506,3.86825,29.9723,32.1138,-63.4784,19.2743,-6.53173,1.11394
0.34,-2789.27,3849.66,22.0643,-14.9931,4.03879,29.8595,32.113,-63.4749,19.4178,-6.59628,1.0988
0.35,-2789,3849.81,22.0412,-15.6358,4.20919,29.7439,32.1117,-63.395,19.5434,-6.65607,1.08386
0.36,-2788.72,3849.97,22.0171,-16.2778,4.37925,29.6254,32.1099,-63.2423,19.6517,-6.71142,1.06912
0.37,-2788.44,3850.13,21.9921,-16.9186,4.54878,29.5042,32.1078,-63.0202,19.7434,-6.76264,1.05459
0.38,-2788.16,3850.29,21.9662,-17.5573,4.7176,29.3803,32.1051,-62.7323,19.8192,-6.81004,1.04025
0.39,-2787.88,3850.45,21.9393,-18.1934,4.88554,29.2539,32.1021,-62.3816,19.8796,-6.85394,1.02611
0.4,-2787.6,3850.6,21.9115,-18.8263,5.05245,29.1251,32.0987,-61.9716,19.9252,-6.89463,1.01216
0.41,-2787.32,3850.76,21.8828,-19.4554,5.21817,28.9938,32.0948,-61.5054,19.9567,-6.93241,0.998398
0.42,-2787.04,3850.91,21.8532,-20.0801,5.38255,28.8603,32.0905,-60.986,19.9748,-6.96755,0.984825
0.43,-2786.76,3851.06,21.8226,-20.7,5.54547,28.7247,32.0858,-60.4164,19.9799,-7.00033,0.971437
0.44,-2786.48,3851.22,21.7911,-21.3145,5.7068,28.5869,32.0806,-59.7996,19.9727,-7.03102,0.95823
0.45,-2786.2,3851.37,21.7588,-21.9232,5.86643,28.4471,32.0751,-59.1384,19.9538,-7.05987,0.945203
0.46,-2785.92,3851.52,21.7256,-22.5256,6.02424,28.3055,32.0692,-58.4356,19.9237,-7.08713,0.932353
0.47,-2785.64,3851.67,21.6915,-23.1214,6.18015,28.162,32.0629,-57.6939,19.8831,-7.11303,0.919677
0.48,-2785.36,3851.82,21.6565,-23.7102,6.33404,28.0168,32.0562,-56.9158,19.8324,-7.1378,0.907174
0.49,-2785.08,3851.97,21.6208,-24.2916,6.48585,27.87,32.0491,-56.1039,19.7722,-7.16165,0.894841
0.5,-2784.8,3852.12,21.5841,-24.8653,6.6355,27.7217,32.0417,-55.2607,19.7031,-7.18478,0.882676
0.51,-2784.51,3852.27,21.5467,-25.4309,6.78291,27.572,32.0338,-54.3885,19.6255,-7.20739,0.870676
0.52,-2784.23,3852.41,21.5085,-25.9882,6.92802,27.4209,32.0256,-53.4897,19.54,-7.22965,0.858839
0.53,-2783.95,3852.56,21.4695,-26.537,7.07078,27.2686,32.0171,-52.5665,19.447,-7.25174,0.847163
0.54,-2783.67,3852.71,21.4297,-27.0769,7.21114,27.1151,32.0082,-51.621,19.3471,-7.27381,0.835646
0.55,-2783.38,3852.85,21.3891,-27.6077,7.34905,26.9606,31.9989,-50.6554,19.2406,-7.29602,0.824285
0.56,-2783.1,3852.99,21.3478,-28.1293,7.48447,26.805,31.9893,-49.6716,19.1281,-7.31851,0.813079
0.57,-2782.82,3853.14,21.3058,-28.6415,7.61737,26.6485,31.9794,-48.6716,19.01,-7.34139,0.802025
0.58,-2782.54,3853.28,21.263,-29.144,7.74773,26.4912,31.9691,-47.6573,18.8867,-7.3648,0.791122
0.59,-2782.25,3853.42,21.2196,-29.6369,7.87551,26.333,31.9585,-46.6305,18.7586,-7.38884,0.780367
0.6,-2781.97,3853.56,21.1755,-30.1198,8.0007,26.1742,31.9476,-45.593,18.6261,-7.41361,0.769758
0.61,-2781.68,3853.7,21.1307,-30.5927,8.12329,26.0148,31.9364,-44.5463,18.4896,-7.43919,0.759293
0.62,-2781.4,3853.84,21.0852,-31.0556,8.24326,25.8548,31.9249,-43.4922,18.3494,-7.46569,0.74897
0.63,-2781.12,3853.97,21.0391,-31.5082,8.36061,25.6943,31.9131,-42.4321,18.206,-7.49316,0.738788
0.64,-2780.83,3854.11,20.9924,-31.9507,8.47533,25.5333,31.901,-41.3677,18.0595,-7.52167,0.728744
0.65,-2780.55,3854.25,20.9451,-32.3828,8.58743,25.372,31.8886,-40.3002,17.9104,-7.55128,0.718837
0.66,-2780.26,3854.38,20.8972,-32.8046,8.69691,25.2104,31.8759,-39.231,17.759,-7.58205,0.709064
0.67,-2779.98,3854.51,20.8487,-33.2161,8.80378,25.0484,31.8629,-38.1615,17.6054,-7.614,0.699424
0.68,-2779.69,3854.65,20.7997,-33.6172,8.90804,24.8863,31.8497,-37.0929,17.4501,-7.64719,0.689916
0.69,-2779.4,3854.78,20.7501,-34.008,9.0097,24.724,31.8362,-36.0264,17.2933,-7.68165,0.680536
0.7,-2779.12,3854.91,20.6999,-34.3884,9.10878,24.5615,31.8224,-34.9632,17.1352,-7.71738,0.671284
0.71,-2778.83,3855.04,20.6493,-34.7584,9.2053,24.399,31.8084,-33.9042,16.9761,-7.75443,0.662158
0.72,-2778.55,3855.17,20.5982,-35.1182,9.29927,24.2364,31.7942,-32.8506,16.8162,-7.79279,0.653156
0.73,-2778.26,3855.3,20.5466,-35.4678,9.39071,24.0738,31.7797,-31.8032,16.6557,-7.83248,0.644277
0.74,-2777.97,3855.43,20.4945,-35.8071,9.47965,23.9112,31.7649,-30.7631,16.4948,-7.8735,0.635518
0.75,-2777.69,3855.55,20.4419,-36.1364,9.5661,23.7486,31.75,-29.7311,16.3337,-7.91584,0.626878
0.76,-2777.4,3855.68,20.389,-36.4556,9.65008,23.5862,31.7348,-28.708,16.1726,-7.95951,0.618355
0.77,-2777.11,3855.8,20.3355,-36.7648,9.73163,23.4238,31.7194,-27.6946,16.0116,-8.0045,0.609949
0.78,-2776.83,3855.93,20.2817,-37.0641,9.81077,23.2616,31.7038,-26.6916,15.8509,-8.05079,0.601657
0.79,-2776.54,3856.05,20.2275,-37.3537,9.88753,23.0995,31.6879,-25.6998,15.6907,-8.09836,0.593477
0.8,-2776.25,3856.17,20.1729,-37.6336,9.96193,22.9377,31.6719,-24.7197,15.531,-8.14721,0.585409
0.81,-2775.97,3856.29,20.1179,-37.9039,10.034,22.776,31.6557,-23.752,15.3721,-8.1973,0.57745
0.82,-2775.68,3856.41,20.0626,-38.1647,10.1038,22.6145,31.6392,-22.7972,15.2139,-8.24861,0.5696
0.83,-2775.39,3856.53,20.0069,-38.4163,10.1713,22.4533,31.6226,-21.8559,15.0568,-8.30111,0.561856
0.84,-2775.1,3856.65,19.9509,-38.6586,10.2365,22.2923,31.6058,-20.9285,14.9006,-8.35478,0.554218
0.85,-2774.82,3856.77,19.8946,-38.8919,10.2996,22.1315,31.5888,-20.0154,14.7456,-8.40959,0.546683
